23.10.2017 18:56:41: Lewis (25.6.40.189:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "epoch_gm_enabled" = true 2:2161 Epoch_Female_F
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_allusedmedication" = [] 2:2191 VirtualMan_EPOCH
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_alllogs" = [] 2:2191 VirtualMan_EPOCH
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_map_gestures_transmit" = false 2:2191 VirtualMan_EPOCH
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_name" = "Lewis" 2:2191 VirtualMan_EPOCH
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_nameraw" = "Lewis" 2:2191 VirtualMan_EPOCH
24.10.2017 10:55:59: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_playerowner" = 3 2:2191 VirtualMan_EPOCH
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_movement_loadcoef" = 1 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer"] 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_originalspeaker" = "" 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_playerowner" = 3 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_parachute_hasreserve" = false 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_statuseffect_object" = B Alpha 1-1:1 REMOTE 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_name" = "Lewis" 2:2210 Epoch_Male_F
24.10.2017 10:56:03: Lewis (192.168.0.16:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_nameraw" = "Lewis" 2:2210 Epoch_Male_F
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer"] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_originalspeaker" = "male03gre" 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_pain" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_morphine" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bloodvolume" = 100 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_isunconscious" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_tourniquets" = [0,0,0,0,0,0] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_occludedmedications" = any 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bandagedwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_internalwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_fractures" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagelevel" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagecard" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_ivbags" = any 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0,0,0,0,0,0] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_addedtounitloop" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_incardiacarrest" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haslostblood" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_isbleeding" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haspain" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_amountofrevivelives" = -1 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_painsuppress" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_allusedmedication" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_alllogs" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_pain" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_morphine" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bloodvolume" = 100 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_isunconscious" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_tourniquets" = [0,0,0,0,0,0] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_occludedmedications" = any 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bandagedwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_internalwounds" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_fractures" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagelevel" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagecard" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_ivbags" = any 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0,0,0,0,0,0] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_addedtounitloop" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_incardiacarrest" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haslostblood" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_isbleeding" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haspain" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_amountofrevivelives" = -1 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_painsuppress" = 0 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_allusedmedication" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_alllogs" = [] 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_name" = "Lewis" 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_nameraw" = "Lewis" 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:21: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_playerowner" = 3 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:22: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_map_gestures_transmit" = false 2:1916 VirtualMan_EPOCH
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_movement_loadcoef" = 1 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer"] 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_originalspeaker" = "" 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_playerowner" = 3 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_parachute_hasreserve" = false 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_statuseffect_object" = B Alpha 1-1:1 REMOTE 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_name" = "Lewis" 2:1929 Epoch_Male_F
24.10.2017 11:04:23: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_nameraw" = "Lewis" 2:1929 Epoch_Male_F
24.10.2017 11:05:36: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_map_gestures_transmit" = false 2:1929 Epoch_Male_F
24.10.2017 11:06:29: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_addedtounitloop" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:29: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0,0.3,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:29: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,1,0.05]] 2:1929 Epoch_Male_F
24.10.2017 11:06:29: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:30: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bloodvolume" = 99.95 2:1929 Epoch_Male_F
24.10.2017 11:06:30: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haslostblood" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:30: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_isbleeding" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:30: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_haspain" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:30: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_pain" = 0.198968 2:1929 Epoch_Male_F
24.10.2017 11:06:40: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.3,0.3,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:40: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,1,0.05],[1,4,0,1,0.02]] 2:1929 Epoch_Male_F
24.10.2017 11:06:40: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:44: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bloodvolume" = 99.15 2:1929 Epoch_Male_F
24.10.2017 11:06:44: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_pain" = 0.484745 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.3,0.6,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,2,0.05],[1,4,0,1,0.02]] 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_isunconscious" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer","isUnconscious"] 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "tf_voicevolume" = 0 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "tf_unable_to_use_radio" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "acre_sys_core_isdisabled" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:50: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_parachute_hasreserve" = false 2:1929 Epoch_Male_F
24.10.2017 11:06:51: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.3,0.9,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:51: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02]] 2:1929 Epoch_Male_F
24.10.2017 11:06:51: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:52: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_overheating_ace_fakeprimaryweapon_temp" = 0 2:1929 Epoch_Male_F
24.10.2017 11:06:53: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_effect_setcaptive" = 4 2:1929 Epoch_Male_F
24.10.2017 11:06:53: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.6,0.9,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:53: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02],[1,18,0,1,0.025]] 2:1929 Epoch_Male_F
24.10.2017 11:06:53: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:54: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.9,0.9,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:54: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02],[1,18,0,1,0.025],[1,3,0,1,0.01]] 2:1929 Epoch_Male_F
24.10.2017 11:06:54: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:56: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.9,1.2,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:56: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02],[1,18,0,1,0.025],[1,3,0,1,0.01],[1,4,1,1,0.02]] 2:1929 Epoch_Male_F
24.10.2017 11:06:56: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:58: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.9,1.5,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:58: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02],[1,18,0,1,0.025],[1,3,0,1,0.01],[1,4,1,1,0.02],[1,18,1,1,0.025]] 2:1929 Epoch_Male_F
24.10.2017 11:06:58: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_isdead" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "isdeadplayer" = true 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_effect_setcaptive" = 0 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer"] 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_previousgroupswitchto" = [] 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "tf_voicevolume" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "tf_unable_to_use_radio" = false 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "acre_sys_core_isdisabled" = false 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0.9,1.8,0,0,0,0] 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [[1,19,1,3,0.05],[1,4,0,1,0.02],[1,18,0,1,0.025],[1,3,0,1,0.01],[1,4,1,2,0.02],[1,18,1,1,0.025]] 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_parachute_hasreserve" = false 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ryanzombiesinfected" = 0 2:1929 Epoch_Male_F
24.10.2017 11:06:59: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ryanzombiesimmunity" = false 2:1929 Epoch_Male_F
24.10.2017 11:07:01: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_playerowner" = any 2:1929 Epoch_Male_F
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_common_muteunitreasons" = ["isPlayer"] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_originalspeaker" = "male01gre" 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_pain" = 0 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_morphine" = 0 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bloodvolume" = 100 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_isunconscious" = false 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_tourniquets" = [0,0,0,0,0,0] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_occludedmedications" = any 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_openwounds" = [] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bandagedwounds" = [] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_internalwounds" = [] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_lastuniquewoundid" = 1 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_fractures" = [] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagelevel" = 0 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_triagecard" = [] 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_ivbags" = any 2:2284 VirtualMan_EPOCH
24.10.2017 11:07:18: Lewis (127.0.0.1:2304) fa1e4e06cf32ec967a93411dd8076152 - #0 "ace_medical_bodypartstatus" = [0,0,0,0,0,0] 2:2284 VirtualMan_EPOCH
